ejercicio_id,tipo_ejercicio,vocab_id,frase_id,contenido,respuesta,opciones,categoria,dificultad,pista
E2372,completar_frase,P1365,,Completa: La palabra en náhuatl para 'grito' es _____,kujtsa’tsilistli,kujtsa’tsilistli|iltsi|otro,otras,intermedio,Empieza con: ku
E2373,leer_escribir,P1366,,Lee la palabra en náhuatl 'kujtsa’tsiskatl' y escribe su traducción al español,gritón,,otras,intermedio,Se ve así: g____n
E2374,completar_frase,P1366,,Completa: La palabra en náhuatl para 'gritón' es _____,kujtsa’tsiskatl,kujtsa’tsiskatl|ltaks|otro,otras,intermedio,Empieza con: ku
E2375,leer_escribir,P1367,,Lee la palabra en náhuatl 'kuku’yak' y escribe su traducción al español,olor a orín,,otras,intermedio,Se ve así: o_________n
E2376,seleccionar_imagen,P1368,,Selecciona la imagen que representa 'kulanto',cilantro,cilantro|gato|perro|víbora,vegetales y hierbas,basico,Tiene 8 letras y empieza con 'c'
E2377,leer_escribir,P1368,,Lee la palabra en náhuatl 'kulanto' y escribe su traducción al español,cilantro,,vegetales y hierbas,basico,Se ve así: c______o
E2378,seleccionar_imagen,P1369,,Selecciona la imagen que representa 'lalax',naranja,naranja|víbora|sol|árbol,frutas,intermedio,Tiene 7 letras y empieza con 'n'
E2379,leer_escribir,P1369,,Lee la palabra en náhuatl 'lalax' y escribe su traducción al español,naranja,,frutas,intermedio,Se ve así: n_____a
E2380,seleccionar_imagen,P1370,,Selecciona la imagen que representa 'lalaxtik',anaranjado,anaranjado|casa|gato|víbora,colores,intermedio,Tiene 10 letras y empieza con 'a'
E2381,leer_escribir,P1370,,Lee la palabra en náhuatl 'lalaxtik' y escribe su traducción al español,anaranjado,,colores,intermedio,Se ve así: a________o
E2382,leer_escribir,P1371,,Lee la palabra en náhuatl 'lamatsi' y escribe su traducción al español,señora,,otras,intermedio,Se ve así: s____a
E2383,seleccionar_imagen,P1372,,Selecciona la imagen que representa 'lemon',limón,limón|víbora|estrella|perro,vegetales y hierbas,basico,Tiene 5 letras y empieza con 'l'
E2384,leer_escribir,P1372,,Lee la palabra en náhuatl 'lemon' y escribe su traducción al español,limón,,vegetales y hierbas,basico,Se ve así: l___n
E2385,leer_escribir,P1373,,Lee la palabra en náhuatl 'lomo' y escribe su traducción al español,espalda,,otras,basico,Se ve así: e_____a
E2386,leer_escribir,P1374,,Lee la palabra en náhuatl 'lomo’tilanas' y escribe su traducción al español,se estirará de la espalda,,otras,intermedio,Se ve así: s_______________________a
E2387,completar_frase,P1374,,Completa: La palabra en náhuatl para 'se estirará de la espalda' es _____,lomo’tilanas,lomo’tilanas|sanal|otro,otras,intermedio,Empieza con: lo
E2388,leer_escribir,P1375,,Lee la palabra en náhuatl 'lomo’uis' y escribe su traducción al español,cargarlo en la espalda,,otras,intermedio,Se ve así: c____________________a
E2389,leer_escribir,P1376,,Lee la palabra en náhuatl 'm' y escribe su traducción al español,quinta consonante en el alfabeto,,saludos y tiempo,intermedio,Se ve así: q______________________________o
E2390,completar_frase,P1376,,Completa: La palabra en náhuatl para 'quinta consonante en el alfabeto' es _____,m,m|otro|mxx,saludos y tiempo,intermedio,Empieza con: m
E2391,leer_escribir,P1377,,Lee la palabra en náhuatl 'mach' y escribe su traducción al español,"es que por ejemplo: ""mach tik pia",,otras,intermedio,Se ve así: e_______________________________a
E2392,leer_escribir,P1378,,Lee la palabra en náhuatl 'majpili' y escribe su traducción al español,dedo de la mano,,saludos y tiempo,intermedio,Se ve así: d_____________o
E2393,completar_frase,P1378,,Completa: La palabra en náhuatl para 'dedo de la mano' es _____,majpili,majpili|majxx|otro,saludos y tiempo,intermedio,Empieza con: ma
E2394,leer_escribir,P1379,,Lee la palabra en náhuatl 'maka' y escribe su traducción al español,dale,,otras,basico,Se ve así: d__e
E2395,leer_escribir,P1380,,Lee la palabra en náhuatl 'makaka' y escribe su traducción al español,denle,,otras,basico,Se ve así: d___e
E2396,leer_escribir,P1381,,Lee la palabra en náhuatl 'makaua' y escribe su traducción al español,despegarse un objeto en un punto de unión,,verbos y acciones,intermedio,Se ve así: d_______________________________________n
E2397,completar_frase,P1381,,Completa: La palabra en náhuatl para 'despegarse un objeto en un punto de unión' es _____,makaua,makaua|auaka|makxx,verbos y acciones,intermedio,Empieza con: ma
E2398,leer_escribir,P1382,,Lee la palabra en náhuatl 'makpali' y escribe su traducción al español,mano,,saludos y tiempo,basico,Se ve así: m__o
E2399,completar_frase,P1382,,Completa: La palabra en náhuatl para 'mano' es _____,makpali,makpali|otro|makxx,saludos y tiempo,basico,Empieza con: ma
E2400,leer_escribir,P1383,,Lee la palabra en náhuatl 'makuili' y escribe su traducción al español,cinco,,números,basico,Se ve así: c___o
E2401,leer_escribir,P1384,,Lee la palabra en náhuatl 'malina' y escribe su traducción al español,enreda,,otras,basico,Se ve así: e____a
E2402,leer_escribir,P1385,,Lee la palabra en náhuatl 'malinali' y escribe su traducción al español,enredadera,,otras,intermedio,Se ve así: e________a
E2403,leer_escribir,P1386,,Lee la palabra en náhuatl 'mamitlatl' y escribe su traducción al español,mano del metate,,saludos y tiempo,intermedio,Se ve así: m_____________e
E2404,completar_frase,P1386,,Completa: La palabra en náhuatl para 'mano del metate' es _____,mamitlatl,mamitlatl|ltalt|otro,saludos y tiempo,intermedio,Empieza con: ma
E2405,seleccionar_imagen,P1387,,Selecciona la imagen que representa 'masakoatl',mazacuata (variedad de serpiente),mazacuata (variedad de serpiente)|casa|perro|estrella,partes del cuerpo,intermedio,Tiene 33 letras y empieza con 'm'
E2406,leer_escribir,P1387,,Lee la palabra en náhuatl 'masakoatl' y escribe su traducción al español,mazacuata (variedad de serpiente),,partes del cuerpo,intermedio,Se ve así: m_______________________________)
E2407,completar_frase,P1387,,Completa: La palabra en náhuatl para 'mazacuata (variedad de serpiente)' es _____,masakoatl,masakoatl|ltaok|otro,partes del cuerpo,intermedio,Empieza con: ma
E2408,seleccionar_imagen,P1388,,Selecciona la imagen que representa 'masatl',venado,venado|árbol|pájaro|víbora,mamíferos silvestres,intermedio,Tiene 6 letras y empieza con 'v'
E2409,leer_escribir,P1388,,Lee la palabra en náhuatl 'masatl' y escribe su traducción al español,venado,,mamíferos silvestres,intermedio,Se ve así: v____o
E2410,leer_escribir,P1389,,Lee la palabra en náhuatl 'maski' y escribe su traducción al español,aunque,,otras,intermedio,Se ve así: a____e
E2411,leer_escribir,P1390,,Lee la palabra en náhuatl 'mastlakapal' y escribe su traducción al español,ala,,otras,intermedio,Se ve así: a_a
E2412,completar_frase,P1390,,Completa: La palabra en náhuatl para 'ala' es _____,mastlakapal,mastlakapal|lapak|masxx,otras,intermedio,Empieza con: ma
E2413,seleccionar_imagen,P1391,,Selecciona la imagen que representa 'matsokol',brazo,brazo|estrella|casa|pájaro,partes del cuerpo,intermedio,Tiene 5 letras y empieza con 'b'
E2414,leer_escribir,P1391,,Lee la palabra en náhuatl 'matsokol' y escribe su traducción al español,brazo,,partes del cuerpo,intermedio,Se ve así: b___o
E2415,leer_escribir,P1392,,Lee la palabra en náhuatl 'maualtilistli' y escribe su traducción al español,contagio,,otras,intermedio,Se ve así: c______o
E2416,completar_frase,P1392,,Completa: La palabra en náhuatl para 'contagio' es _____,maualtilistli,maualtilistli|iltsi|otro,otras,intermedio,Empieza con: ma
E2417,leer_escribir,P1393,,Lee la palabra en náhuatl 'mauiso' y escribe su traducción al español,diviértete,,otras,intermedio,Se ve así: d________e
E2418,leer_escribir,P1394,,Lee la palabra en náhuatl 'mauisolistli' y escribe su traducción al español,diversión,,saludos y tiempo,intermedio,Se ve así: d_______n
E2419,completar_frase,P1394,,Completa: La palabra en náhuatl para 'diversión' es _____,mauisolistli,mauisolistli|iltsi|otro,saludos y tiempo,intermedio,Empieza con: ma
E2420,leer_escribir,P1395,,Lee la palabra en náhuatl 'mech' y escribe su traducción al español,"les por ejemplo: ""mech notsa’",,saludos y tiempo,intermedio,Se ve así: l___________________________’
E2421,completar_frase,P1395,,"Completa: La palabra en náhuatl para 'les por ejemplo: ""mech notsa’' es _____",mech,mech|mecxx|otro,saludos y tiempo,intermedio,Empieza con: me
E2422,leer_escribir,P1396,,Lee la palabra en náhuatl 'mekapali' y escribe su traducción al español,mecapal,,otras,intermedio,Se ve así: m_____l
E2423,leer_escribir,P1397,,Lee la palabra en náhuatl 'mekapalui' y escribe su traducción al español,cárgatelo con el mecapal,,otras,intermedio,Se ve así: c______________________l
E2424,completar_frase,P1397,,Completa: La palabra en náhuatl para 'cárgatelo con el mecapal' es _____,mekapalui,mekapalui|iulap|otro,otras,intermedio,Empieza con: me
E2425,leer_escribir,P1398,,Lee la palabra en náhuatl 'mekatl' y escribe su traducción al español,lazo,,otras,intermedio,Se ve así: l__o
E2426,leer_escribir,P1399,,Lee la palabra en náhuatl 'mekauj' y escribe su traducción al español,amante,,elementos de la naturaleza,intermedio,Se ve así: a____e
E2427,leer_escribir,P1400,,Lee la palabra en náhuatl 'metstli' y escribe su traducción al español,luna,,astronomía y naturaleza,intermedio,Se ve así: l__a
E2428,leer_escribir,P1401,,Lee la palabra en náhuatl 'mexkali' y escribe su traducción al español,pulque,,otras,intermedio,Se ve así: p____e
E2429,leer_escribir,P1402,,Lee la palabra en náhuatl 'Mexiko' y escribe su traducción al español,México,,otras,intermedio,Se ve así: M____o
E2430,leer_escribir,P1403,,Lee la palabra en náhuatl 'mextli' y escribe su traducción al español,nube,,astronomía y naturaleza,intermedio,Se ve así: n__e
E2431,leer_escribir,P1404,,Lee la palabra en náhuatl 'meya' y escribe su traducción al español,frase que se usa de manera general cuando líquido sale de algún lugar,,otras,intermedio,Se ve así: f___________________________________________________________________r
E2432,leer_escribir,P1405,,Lee la palabra en náhuatl 'miak' y escribe su traducción al español,mucho,,otras,intermedio,Se ve así: m___o
E2433,leer_escribir,P1406,,Lee la palabra en náhuatl 'miakili' y escribe su traducción al español,reprodúcelo,,otras,intermedio,Se ve así: r_________o
E2434,leer_escribir,P1407,,Lee la palabra en náhuatl 'miakiya' y escribe su traducción al español,se hace mucho,,otras,intermedio,Se ve así: s___________o
E2435,leer_escribir,P1408,,Lee la palabra en náhuatl 'miakten' y escribe su traducción al español,son muchos,,otras,basico,Se ve así: s________s
E2436,seleccionar_imagen,P1409,,Selecciona la imagen que representa 'michi',pez,pez|perro|luna|casa,animales acuáticos,basico,Tiene 3 letras y empieza con 'p'
E2437,leer_escribir,P1409,,Lee la palabra en náhuatl 'michi' y escribe su traducción al español,pez,,animales acuáticos,basico,Se ve así: p_z
E2438,leer_escribir,P1410,,Lee la palabra en náhuatl 'mijkailuitl' y escribe su traducción al español,fiesta de los fieles difuntos,,salud y enfermedades,intermedio,Se ve así: f___________________________s
E2439,completar_frase,P1410,,Completa: La palabra en náhuatl para 'fiesta de los fieles difuntos' es _____,mijkailuitl,mijkailuitl|ltiul|otro,salud y enfermedades,intermedio,Empieza con: mi
E2440,leer_escribir,P1411,,Lee la palabra en náhuatl 'mijki' y escribe su traducción al español,difunto,,otras,basico,Se ve así: d_____o
E2441,leer_escribir,P1412,,Lee la palabra en náhuatl 'miki' y escribe su traducción al español,se muere,,otras,basico,Se ve así: s______e
E2442,leer_escribir,P1413,,Lee la palabra en náhuatl 'mikilistli' y escribe su traducción al español,muerte,,otras,intermedio,Se ve así: m____e
E2443,completar_frase,P1413,,Completa: La palabra en náhuatl para 'muerte' es _____,mikilistli,mikilistli|mikxx|iltsi,otras,intermedio,Empieza con: mi
E2444,leer_escribir,P1414,,Lee la palabra en náhuatl 'mikis' y escribe su traducción al español,se va a morir,,otras,intermedio,Se ve así: s___________r
E2445,leer_escribir,P1415,,Lee la palabra en náhuatl 'mikti' y escribe su traducción al español,mátalo,,otras,basico,Se ve así: m____o
E2446,leer_escribir,P1416,,Lee la palabra en náhuatl 'miktok' y escribe su traducción al español,está muerto,,otras,basico,Se ve así: e_________o
E2447,leer_escribir,P1417,,Lee la palabra en náhuatl 'miktlan' y escribe su traducción al español,inframundo,,otras,intermedio,Se ve así: i________o
E2448,leer_escribir,P1418,,Lee la palabra en náhuatl 'mila’' y escribe su traducción al español,en la milpa,,números,intermedio,Se ve así: e_________a
E2449,leer_escribir,P1419,,Lee la palabra en náhuatl 'milauak' y escribe su traducción al español,derecho,,otras,intermedio,Se ve así: d_____o
E2450,leer_escribir,P1420,,Lee la palabra en náhuatl 'mili' y escribe su traducción al español,milpa maizal,,números,basico,Se ve así: m__________l
E2451,leer_escribir,P1421,,Lee la palabra en náhuatl 'miloka' y escribe su traducción al español,siembren,,saludos y tiempo,intermedio,Se ve así: s______n
E2452,completar_frase,P1421,,Completa: La palabra en náhuatl para 'siembren' es _____,miloka,miloka|akoli|milxx,saludos y tiempo,intermedio,Empieza con: mi
E2453,leer_escribir,P1422,,Lee la palabra en náhuatl 'mimiki' y escribe su traducción al español,loco,,otras,intermedio,Se ve así: l__o
E2454,leer_escribir,P1423,,Lee la palabra en náhuatl 'mimikilis' y escribe su traducción al español,locura,,saludos y tiempo,intermedio,Se ve así: l____a
E2455,completar_frase,P1423,,Completa: La palabra en náhuatl para 'locura' es _____,mimikilis,mimikilis|silik|mimxx,saludos y tiempo,intermedio,Empieza con: mi
E2456,leer_escribir,P1424,,Lee la palabra en náhuatl 'mimiliui' y escribe su traducción al español,se desparrama,,otras,intermedio,Se ve así: s___________a
E2457,leer_escribir,P1425,,Lee la palabra en náhuatl 'mimilo' y escribe su traducción al español,ruédalo,,otras,intermedio,Se ve así: r_____o
E2458,leer_escribir,P1426,,Lee la palabra en náhuatl 'mimiloua' y escribe su traducción al español,se rueda,,otras,intermedio,Se ve así: s______a
E2459,leer_escribir,P1427,,Lee la palabra en náhuatl 'mina' y escribe su traducción al español,acto de picar (insecto),,otras,intermedio,Se ve así: a_____________________)
E2460,seleccionar_imagen,P1428,,Selecciona la imagen que representa 'miston',gato,gato|perro|estrella|víbora,animales domésticos,basico,Tiene 4 letras y empieza con 'g'
E2461,leer_escribir,P1428,,Lee la palabra en náhuatl 'miston' y escribe su traducción al español,gato,,animales domésticos,basico,Se ve así: g__o
E2462,leer_escribir,P1429,,Lee la palabra en náhuatl 'mitl' y escribe su traducción al español,lanza,,saludos y tiempo,intermedio,Se ve así: l___a
E2463,completar_frase,P1429,,Completa: La palabra en náhuatl para 'lanza' es _____,mitl,mitl|otro|ltim,saludos y tiempo,intermedio,Empieza con: mi
E2464,leer_escribir,P1430,,Lee la palabra en náhuatl 'mixkiauitl' y escribe su traducción al español,llovizna,,otras,intermedio,Se ve así: l______a
E2465,completar_frase,P1430,,Completa: La palabra en náhuatl para 'llovizna' es _____,mixkiauitl,mixkiauitl|ltiua|mixxx,otras,intermedio,Empieza con: mi
E2466,leer_escribir,P1431,,Lee la palabra en náhuatl 'mo' y escribe su traducción al español,"tu por ejemplo: ""mo tokauj",,saludos y tiempo,intermedio,Se ve así: t________________________j
E2467,completar_frase,P1431,,"Completa: La palabra en náhuatl para 'tu por ejemplo: ""mo tokauj' es _____",mo,mo|om|otro,saludos y tiempo,intermedio,Empieza con: mo
E2468,leer_escribir,P1432,,Lee la palabra en náhuatl 'mo’tsoli' y escribe su traducción al español,agarrado,,otras,intermedio,Se ve así: a______o
E2469,leer_escribir,P1433,,Lee la palabra en náhuatl 'mo’tsolo' y escribe su traducción al español,atrápalo,,otras,intermedio,Se ve así: a______o
E2470,seleccionar_imagen,P1434,,Selecciona la imagen que representa 'moixeua',levanta la cara,levanta la cara|sol|casa|perro,partes del cuerpo,intermedio,Tiene 15 letras y empieza con 'l'
E2471,leer_escribir,P1434,,Lee la palabra en náhuatl 'moixeua' y escribe su traducción al español,levanta la cara,,partes del cuerpo,intermedio,Se ve así: l_____________a
E2472,leer_escribir,P1435,,Lee la palabra en náhuatl 'moixtlaua' y escribe su traducción al español,liquida su adeudo,,otras,intermedio,Se ve así: l_______________o
E2473,completar_frase,P1435,,Completa: La palabra en náhuatl para 'liquida su adeudo' es _____,moixtlaua,moixtlaua|otro|moixx,otras,intermedio,Empieza con: mo
E2474,seleccionar_imagen,P1436,,Selecciona la imagen que representa 'mokamapiki',se cubra la boca,se cubra la boca|árbol|perro|víbora,partes del cuerpo,intermedio,Tiene 16 letras y empieza con 's'
E2475,leer_escribir,P1436,,Lee la palabra en náhuatl 'mokamapiki' y escribe su traducción al español,se cubra la boca,,partes del cuerpo,intermedio,Se ve así: s______________a
E2476,completar_frase,P1436,,Completa: La palabra en náhuatl para 'se cubra la boca' es _____,mokamapiki,mokamapiki|otro|ikipa,partes del cuerpo,intermedio,Empieza con: mo
E2477,leer_escribir,P1437,,Lee la palabra en náhuatl 'molichtik' y escribe su traducción al español,alborotado,,otras,intermedio,Se ve así: a________o
E2478,completar_frase,P1437,,Completa: La palabra en náhuatl para 'alborotado' es _____,molichtik,molichtik|kithc|molxx,otras,intermedio,Empieza con: mo
E2479,seleccionar_imagen,P1438,,Selecciona la imagen que representa 'molik',codo (parte del brazo),codo (parte del brazo)|árbol|pájaro|casa,partes del cuerpo,intermedio,Tiene 22 letras y empieza con 'c'
E2480,leer_escribir,P1438,,Lee la palabra en náhuatl 'molik' y escribe su traducción al español,codo (parte del brazo),,partes del cuerpo,intermedio,Se ve así: c____________________)
E2481,leer_escribir,P1439,,Lee la palabra en náhuatl 'moloktik' y escribe su traducción al español,oloroso,,otras,intermedio,Se ve así: o_____o
E2482,leer_escribir,P1440,,Lee la palabra en náhuatl 'moloni' y escribe su traducción al español,hervor,,otras,intermedio,Se ve así: h____r
E2483,leer_escribir,P1441,,Lee la palabra en náhuatl 'moseuia' y escribe su traducción al español,se apaga,,otras,intermedio,Se ve así: s______a
E2484,leer_escribir,P1442,,Lee la palabra en náhuatl 'mo’siuia' y escribe su traducción al español,molesta,,otras,intermedio,Se ve así: m_____a
E2485,leer_escribir,P1443,,Lee la palabra en náhuatl 'mo’siuilistli' y escribe su traducción al español,molestia,,otras,intermedio,Se ve así: m______a
E2486,completar_frase,P1443,,Completa: La palabra en náhuatl para 'molestia' es _____,mo’siuilistli,mo’siuilistli|iltsi|mo’xx,otras,intermedio,Empieza con: mo
E2487,leer_escribir,P1444,,Lee la palabra en náhuatl 'mostla' y escribe su traducción al español,mañana,,saludos y tiempo,intermedio,Se ve así: m____a
E2488,completar_frase,P1444,,Completa: La palabra en náhuatl para 'mañana' es _____,mostla,mostla|mosxx|altso,saludos y tiempo,intermedio,Empieza con: mo
E2489,leer_escribir,P1445,,Lee la palabra en náhuatl 'mostle’' y escribe su traducción al español,diario,,otras,intermedio,Se ve así: d____o
E2490,leer_escribir,P1446,,Lee la palabra en náhuatl 'motiuiani' y escribe su traducción al español,gladiador,,otras,intermedio,Se ve así: g_______r
E2491,completar_frase,P1446,,Completa: La palabra en náhuatl para 'gladiador' es _____,motiuiani,motiuiani|motxx|otro,otras,intermedio,Empieza con: mo
E2492,leer_escribir,P1447,,Lee la palabra en náhuatl 'motiuiske’' y escribe su traducción al español,se van a pelear,,otras,intermedio,Se ve así: s_____________r
E2493,completar_frase,P1447,,Completa: La palabra en náhuatl para 'se van a pelear' es _____,motiuiske’,motiuiske’|motxx|otro,otras,intermedio,Empieza con: mo
E2494,leer_escribir,P1448,,Lee la palabra en náhuatl 'motlamia' y escribe su traducción al español,buscar pretexto,,otras,intermedio,Se ve así: b_____________o
E2495,leer_escribir,P1449,,Lee la palabra en náhuatl 'motsikoua' y escribe su traducción al español,se detiene,,otras,intermedio,Se ve así: s________e
E2496,completar_frase,P1449,,Completa: La palabra en náhuatl para 'se detiene' es _____,motsikoua,motsikoua|motxx|auoki,otras,intermedio,Empieza con: mo
E2497,leer_escribir,P1450,,Lee la palabra en náhuatl 'moxiui' y escribe su traducción al español,darse golpes con las hojas (en el baño de temascal),,otras,intermedio,Se ve así: d_________________________________________________)
E2498,leer_escribir,P1451,,Lee la palabra en náhuatl 'moxiuj' y escribe su traducción al español,tu edad,,otras,intermedio,Se ve así: t_____d
E2499,leer_escribir,P1452,,Lee la palabra en náhuatl 'moyoni' y escribe su traducción al español,"se alborota por ejemplo: ""un nido de abejas",,otras,intermedio,Se ve así: s_________________________________________s
E2500,leer_escribir,P1453,,Lee la palabra en náhuatl 'n' y escribe su traducción al español,"sexta consonante en el alfabeto náhuatl y novena letra por
su ubicación",,saludos y tiempo,intermedio,Se ve así: s_____________________________________________________________________n
E2501,completar_frase,P1453,,"Completa: La palabra en náhuatl para 'sexta consonante en el alfabeto náhuatl y novena letra por
su ubicación' es _____",n,n|otro|n,saludos y tiempo,intermedio,Empieza con: n
E2502,leer_escribir,P1454,,Lee la palabra en náhuatl 'nakasijkisa' y escribe su traducción al español,"se refiere a que algo se ladea por ejemplo: ""un edificio",,otras,intermedio,Se ve así: s______________________________________________________o
E2503,completar_frase,P1454,,"Completa: La palabra en náhuatl para 'se refiere a que algo se ladea por ejemplo: ""un edificio' es _____",nakasijkisa,nakasijkisa|otro|nakxx,otras,intermedio,Empieza con: na
E2504,leer_escribir,P1455,,Lee la palabra en náhuatl 'nakasijuitsi' y escribe su traducción al español,que pierde su posición vertical,,saludos y tiempo,intermedio,Se ve así: q_____________________________l
E2505,completar_frase,P1455,,Completa: La palabra en náhuatl para 'que pierde su posición vertical' es _____,nakasijuitsi,nakasijuitsi|otro|nakxx,saludos y tiempo,intermedio,Empieza con: na
E2506,leer_escribir,P1456,,Lee la palabra en náhuatl 'nakaskuitlatl' y escribe su traducción al español,cerumen,,otras,intermedio,Se ve así: c_____n
E2507,completar_frase,P1456,,Completa: La palabra en náhuatl para 'cerumen' es _____,nakaskuitlatl,nakaskuitlatl|ltalt|otro,otras,intermedio,Empieza con: na
E2508,seleccionar_imagen,P1457,,Selecciona la imagen que representa 'nakastli',oreja,oreja|casa|perro|pájaro,partes del cuerpo,intermedio,Tiene 5 letras y empieza con 'o'
E2509,leer_escribir,P1457,,Lee la palabra en náhuatl 'nakastli' y escribe su traducción al español,oreja,,partes del cuerpo,intermedio,Se ve así: o___a
E2510,leer_escribir,P1458,,Lee la palabra en náhuatl 'nakastolo' y escribe su traducción al español,sordo,,otras,intermedio,Se ve así: s___o
E2511,completar_frase,P1458,,Completa: La palabra en náhuatl para 'sordo' es _____,nakastolo,nakastolo|nakxx|olots,otras,intermedio,Empieza con: na
E2512,seleccionar_imagen,P1459,,Selecciona la imagen que representa 'nakastoneuilistli',ardor en la oreja,ardor en la oreja|luna|casa|sol,partes del cuerpo,intermedio,Tiene 17 letras y empieza con 'a'
E2513,leer_escribir,P1459,,Lee la palabra en náhuatl 'nakastoneuilistli' y escribe su traducción al español,ardor en la oreja,,partes del cuerpo,intermedio,Se ve así: a_______________a
E2514,completar_frase,P1459,,Completa: La palabra en náhuatl para 'ardor en la oreja' es _____,nakastoneuilistli,nakastoneuilistli|iltsi|otro,partes del cuerpo,intermedio,Empieza con: na
E2515,seleccionar_imagen,P1460,,Selecciona la imagen que representa 'nakastoneui',ardor de la oreja por enrojecimiento,ardor de la oreja por enrojecimiento|pájaro|sol|luna,partes del cuerpo,intermedio,Tiene 36 letras y empieza con 'a'
E2516,leer_escribir,P1460,,Lee la palabra en náhuatl 'nakastoneui' y escribe su traducción al español,ardor de la oreja por enrojecimiento,,partes del cuerpo,intermedio,Se ve así: a__________________________________o
E2517,completar_frase,P1460,,Completa: La palabra en náhuatl para 'ardor de la oreja por enrojecimiento' es _____,nakastoneui,nakastoneui|iueno|nakxx,partes del cuerpo,intermedio,Empieza con: na
E2518,seleccionar_imagen,P1461,,Selecciona la imagen que representa 'kakastlatla',se quema de la oreja,se quema de la oreja|sol|gato|casa,partes del cuerpo,intermedio,Tiene 20 letras y empieza con 's'
E2519,leer_escribir,P1461,,Lee la palabra en náhuatl 'kakastlatla' y escribe su traducción al español,se quema de la oreja,,partes del cuerpo,intermedio,Se ve así: s__________________a
E2520,completar_frase,P1461,,Completa: La palabra en náhuatl para 'se quema de la oreja' es _____,kakastlatla,kakastlatla|otro|kakxx,partes del cuerpo,intermedio,Empieza con: ka
E2521,leer_escribir,P1462,,Lee la palabra en náhuatl 'nakastsa’tsi' y escribe su traducción al español,zumbido en el oído,,otras,intermedio,Se ve así: z________________o
E2522,completar_frase,P1462,,Completa: La palabra en náhuatl para 'zumbido en el oído' es _____,nakastsa’tsi,nakastsa’tsi|otro|nakxx,otras,intermedio,Empieza con: na
E2523,leer_escribir,P1463,,Lee la palabra en náhuatl 'nakastsontli' y escribe su traducción al español,vello interno del oído,,saludos y tiempo,intermedio,Se ve así: v____________________o
E2524,completar_frase,P1463,,Completa: La palabra en náhuatl para 'vello interno del oído' es _____,nakastsontli,nakastsontli|nakxx|otro,saludos y tiempo,intermedio,Empieza con: na
E2525,leer_escribir,P1464,,Lee la palabra en náhuatl 'nakasui' y escribe su traducción al español,póntelo en el oído,,otras,intermedio,Se ve así: p________________o
E2526,seleccionar_imagen,P1465,,Selecciona la imagen que representa 'nakasuilana',llamar la atención,llamar la atención|luna|casa|estrella,partes del cuerpo,intermedio,Tiene 18 letras y empieza con 'l'
E2527,leer_escribir,P1465,,Lee la palabra en náhuatl 'nakasuilana' y escribe su traducción al español,llamar la atención,,partes del cuerpo,intermedio,Se ve así: l________________n
E2528,completar_frase,P1465,,Completa: La palabra en náhuatl para 'llamar la atención' es _____,nakasuilana,nakasuilana|nakxx|otro,partes del cuerpo,intermedio,Empieza con: na
E2529,seleccionar_imagen,P1466,,Selecciona la imagen que representa 'nakasxotla',le corta la oreja,le corta la oreja|sol|estrella|perro,partes del cuerpo,intermedio,Tiene 17 letras y empieza con 'l'
E2530,leer_escribir,P1466,,Lee la palabra en náhuatl 'nakasxotla' y escribe su traducción al español,le corta la oreja,,partes del cuerpo,intermedio,Se ve así: l_______________a
E2531,completar_frase,P1466,,Completa: La palabra en náhuatl para 'le corta la oreja' es _____,nakasxotla,nakasxotla|otro|nakxx,partes del cuerpo,intermedio,Empieza con: na
E2532,leer_escribir,P1467,,Lee la palabra en náhuatl 'nakas yiskisa' y escribe su traducción al español,hemorragia en el oído,,otras,intermedio,Se ve así: h___________________o
E2533,completar_frase,P1467,,Completa: La palabra en náhuatl para 'hemorragia en el oído' es _____,nakas yiskisa,nakas yiskisa|nakxx|otro,otras,intermedio,Empieza con: na
E2534,leer_escribir,P1468,,Lee la palabra en náhuatl 'nakatamali' y escribe su traducción al español,tamal de carne,,otras,intermedio,Se ve así: t____________e
E2535,completar_frase,P1468,,Completa: La palabra en náhuatl para 'tamal de carne' es _____,nakatamali,nakatamali|otro|ilama,otras,intermedio,Empieza con: na
E2536,leer_escribir,P1469,,Lee la palabra en náhuatl 'nakanamakani' y escribe su traducción al español,carnicero,,profesiones y oficios,intermedio,Se ve así: c_______o
E2537,completar_frase,P1469,,Completa: La palabra en náhuatl para 'carnicero' es _____,nakanamakani,nakanamakani|otro|nakxx,profesiones y oficios,intermedio,Empieza con: na
E2538,leer_escribir,P1470,,Lee la palabra en náhuatl 'nakatl' y escribe su traducción al español,carne,,otras,intermedio,Se ve así: c___e
E2539,leer_escribir,P1471,,Lee la palabra en náhuatl 'nakayo’' y escribe su traducción al español,carnoso,,saludos y tiempo,basico,Se ve así: c_____o
E2540,completar_frase,P1471,,Completa: La palabra en náhuatl para 'carnoso' es _____,nakayo’,nakayo’|’oyak|nakxx,saludos y tiempo,basico,Empieza con: na
E2541,leer_escribir,P1472,,Lee la palabra en náhuatl 'nakayotia' y escribe su traducción al español,se encarna,,otras,intermedio,Se ve así: s________a
E2542,completar_frase,P1472,,Completa: La palabra en náhuatl para 'se encarna' es _____,nakayotia,nakayotia|nakxx|otro,otras,intermedio,Empieza con: na
E2543,leer_escribir,P1473,,Lee la palabra en náhuatl 'nakayotilis' y escribe su traducción al español,encarnación,,otras,intermedio,Se ve así: e_________n
