ejercicio_id,tipo_ejercicio,vocab_id,frase_id,contenido,respuesta,opciones,categoria,dificultad
E2543,leer_escribir,P1473,,Lee la palabra en náhuatl 'nakayotilis' y escribe su traducción al español,encarnación,,otras,intermedio
E2544,completar_frase,P1473,,Completa: La palabra en náhuatl para 'encarnación' es _____,nakayotilis,nakayotilis|nakxx|otro,otras,intermedio
E2545,leer_escribir,P1474,,Lee la palabra en náhuatl 'naliui' y escribe su traducción al español,arde,,números,intermedio
E2546,seleccionar_imagen,P1475,,Selecciona la imagen que representa 'naltoktik',transparente,transparente|estrella|luna|víbora,colores,intermedio
E2547,leer_escribir,P1475,,Lee la palabra en náhuatl 'naltoktik' y escribe su traducción al español,transparente,,colores,intermedio
E2548,completar_frase,P1475,,Completa: La palabra en náhuatl para 'transparente' es _____,naltoktik,naltoktik|kitko|nalxx,colores,intermedio
E2549,leer_escribir,P1476,,Lee la palabra en náhuatl 'namaka' y escribe su traducción al español,vende,,otras,basico
E2550,seleccionar_imagen,P1477,,Selecciona la imagen que representa 'namakani',quien vende,quien vende|gato|luna|víbora,partes del cuerpo,intermedio
E2551,leer_escribir,P1477,,Lee la palabra en náhuatl 'namakani' y escribe su traducción al español,quien vende,,partes del cuerpo,intermedio
E2552,leer_escribir,P1478,,Lee la palabra en náhuatl 'namakaloyan' y escribe su traducción al español,punto de venta,,otras,intermedio
E2553,completar_frase,P1478,,Completa: La palabra en náhuatl para 'punto de venta' es _____,namakaloyan,namakaloyan|namxx|nayol,otras,intermedio
E2554,leer_escribir,P1479,,Lee la palabra en náhuatl 'namakilistli' y escribe su traducción al español,venta,,otras,intermedio
E2555,completar_frase,P1479,,Completa: La palabra en náhuatl para 'venta' es _____,namakilistli,namakilistli|iltsi|namxx,otras,intermedio
E2556,leer_escribir,P1480,,Lee la palabra en náhuatl 'name’uante' y escribe su traducción al español,"ustedes por ejemplo: ""name’uan nan ualaske",,otras,intermedio
E2557,completar_frase,P1480,,"Completa: La palabra en náhuatl para 'ustedes por ejemplo: ""name’uan nan ualaske' es _____",name’uante,name’uante|etnau|otro,otras,intermedio
E2558,leer_escribir,P1481,,Lee la palabra en náhuatl 'namijke’' y escribe su traducción al español,encontrarse con alguien en el camino,,saludos y tiempo,intermedio
E2559,completar_frase,P1481,,Completa: La palabra en náhuatl para 'encontrarse con alguien en el camino' es _____,namijke’,namijke’|namxx|otro,saludos y tiempo,intermedio
E2560,leer_escribir,P1482,,Lee la palabra en náhuatl 'namike’' y escribe su traducción al español,es casada,,otras,basico
E2561,leer_escribir,P1483,,Lee la palabra en náhuatl 'namiktis' y escribe su traducción al español,se va a casar,,otras,intermedio
E2562,leer_escribir,P1484,,Lee la palabra en náhuatl 'namouan' y escribe su traducción al español,"con ustedes por ejemplo: ""namouan ni yetos",,salud y enfermedades,intermedio
E2563,leer_escribir,P1485,,Lee la palabra en náhuatl 'namouantsi' y escribe su traducción al español,nan,,otras,basico
E2564,completar_frase,P1485,,Completa: La palabra en náhuatl para 'nan' es _____,namouantsi,namouantsi|istna|otro,otras,basico
E2565,leer_escribir,P1486,,Lee la palabra en náhuatl 'nana’' y escribe su traducción al español,mamá,,familia y parentesco,basico
E2566,seleccionar_imagen,P1487,,Selecciona la imagen que representa 'nanakatl',hongos,hongos|estrella|casa|luna,vegetales y hierbas,intermedio
E2567,leer_escribir,P1487,,Lee la palabra en náhuatl 'nanakatl' y escribe su traducción al español,hongos,,vegetales y hierbas,intermedio
E2568,seleccionar_imagen,P1488,,Selecciona la imagen que representa 'nanakatla’',lugar donde abundan los hongos,lugar donde abundan los hongos|gato|pájaro|sol,vegetales y hierbas,intermedio
E2569,leer_escribir,P1488,,Lee la palabra en náhuatl 'nanakatla’' y escribe su traducción al español,lugar donde abundan los hongos,,vegetales y hierbas,intermedio
E2570,completar_frase,P1488,,Completa: La palabra en náhuatl para 'lugar donde abundan los hongos' es _____,nanakatla’,nanakatla’|nanxx|otro,vegetales y hierbas,intermedio
E2571,leer_escribir,P1489,,Lee la palabra en náhuatl 'nanalka' y escribe su traducción al español,roncar,,otras,basico
E2572,leer_escribir,P1490,,Lee la palabra en náhuatl 'nantsi' y escribe su traducción al español,mamacita,,otras,intermedio
E2573,leer_escribir,P1491,,Lee la palabra en náhuatl 'natsinki' y escribe su traducción al español,aplastado,,otras,intermedio
E2574,leer_escribir,P1492,,Lee la palabra en náhuatl 'natsiui' y escribe su traducción al español,se aplasta,,otras,intermedio
E2575,leer_escribir,P1493,,Lee la palabra en náhuatl 'nauatl' y escribe su traducción al español,sonido claro,,otras,intermedio
E2576,leer_escribir,P1494,,Lee la palabra en náhuatl 'ne’nemi' y escribe su traducción al español,camina,,otras,intermedio
E2577,leer_escribir,P1495,,Lee la palabra en náhuatl 'ne’neuilistli' y escribe su traducción al español,pensamiento,,otras,intermedio
E2578,completar_frase,P1495,,Completa: La palabra en náhuatl para 'pensamiento' es _____,ne’neuilistli,ne’neuilistli|iltsi|ne’xx,otras,intermedio
E2579,leer_escribir,P1496,,Lee la palabra en náhuatl 'ne’neuluia' y escribe su traducción al español,acción de pensar,,otras,intermedio
E2580,completar_frase,P1496,,Completa: La palabra en náhuatl para 'acción de pensar' es _____,ne’neuluia,ne’neuluia|ne’xx|aiulu,otras,intermedio
E2581,leer_escribir,P1497,,Lee la palabra en náhuatl 'neka’' y escribe su traducción al español,ahí está,,otras,basico
E2582,leer_escribir,P1498,,Lee la palabra en náhuatl 'neki' y escribe su traducción al español,"quiere por ejemplo: ""ki neki atl",,elementos de la naturaleza,intermedio
E2583,leer_escribir,P1499,,Lee la palabra en náhuatl 'nektli' y escribe su traducción al español,dulce,,otras,intermedio
E2584,leer_escribir,P1500,,Lee la palabra en náhuatl 'neltokalistli' y escribe su traducción al español,creencia,,otras,intermedio
E2585,completar_frase,P1500,,Completa: La palabra en náhuatl para 'creencia' es _____,neltokalistli,neltokalistli|iltsi|otro,otras,intermedio
E2586,seleccionar_imagen,P1501,,Selecciona la imagen que representa 'nenepil',lengua,lengua|pájaro|sol|estrella,partes del cuerpo,basico
E2587,leer_escribir,P1501,,Lee la palabra en náhuatl 'nenepil' y escribe su traducción al español,lengua,,partes del cuerpo,basico
E2588,leer_escribir,P1502,,Lee la palabra en náhuatl 'nepa' y escribe su traducción al español,allá,,direcciones y lugares,basico
E2589,leer_escribir,P1503,,Lee la palabra en náhuatl 'nepik' y escribe su traducción al español,por allá,,direcciones y lugares,basico
E2590,leer_escribir,P1504,,Lee la palabra en náhuatl 'nesi' y escribe su traducción al español,aparece,,otras,basico
E2591,leer_escribir,P1505,,Lee la palabra en náhuatl 'neteuilistli' y escribe su traducción al español,pelea,,otras,intermedio
E2592,completar_frase,P1505,,Completa: La palabra en náhuatl para 'pelea' es _____,neteuilistli,neteuilistli|iltsi|otro,otras,intermedio
E2593,leer_escribir,P1506,,Lee la palabra en náhuatl 'neuatl' y escribe su traducción al español,yo,,otras,intermedio
E2594,leer_escribir,P1507,,Lee la palabra en náhuatl 'nexkichi' y escribe su traducción al español,poner en cocción el nixtmal,,otras,intermedio
E2595,seleccionar_imagen,P1508,,Selecciona la imagen que representa 'nexkokok',olor penetrante a cal,olor penetrante a cal|casa|pájaro|sol,partes del cuerpo,intermedio
E2596,leer_escribir,P1508,,Lee la palabra en náhuatl 'nexkokok' y escribe su traducción al español,olor penetrante a cal,,partes del cuerpo,intermedio
E2597,leer_escribir,P1509,,Lee la palabra en náhuatl 'nexti' y escribe su traducción al español,muéstralo,,otras,intermedio
E2598,seleccionar_imagen,P1510,,Selecciona la imagen que representa 'nextik',grisáceo,grisáceo|luna|árbol|sol,colores,intermedio
E2599,leer_escribir,P1510,,Lee la palabra en náhuatl 'nextik' y escribe su traducción al español,grisáceo,,colores,intermedio
E2600,leer_escribir,P1511,,Lee la palabra en náhuatl 'nextilistli' y escribe su traducción al español,enseñanza,,otras,intermedio
E2601,completar_frase,P1511,,Completa: La palabra en náhuatl para 'enseñanza' es _____,nextilistli,nextilistli|otro|nexxx,otras,intermedio
E2602,leer_escribir,P1512,,Lee la palabra en náhuatl 'ni' y escribe su traducción al español,me,,saludos y tiempo,intermedio
E2603,completar_frase,P1512,,Completa: La palabra en náhuatl para 'me' es _____,ni,ni|in|nixx,saludos y tiempo,intermedio
E2604,leer_escribir,P1513,,Lee la palabra en náhuatl 'nian' y escribe su traducción al español,"ni por ejemplo: ""nian xi ualauj",,saludos y tiempo,intermedio
E2605,completar_frase,P1513,,"Completa: La palabra en náhuatl para 'ni por ejemplo: ""nian xi ualauj' es _____",nian,nian|nain|otro,saludos y tiempo,intermedio
E2606,leer_escribir,P1514,,Lee la palabra en náhuatl 'nianaki' y escribe su traducción al español,"nadie por ejemplo: ""nianaki nech notsa",,saludos y tiempo,intermedio
E2607,completar_frase,P1514,,"Completa: La palabra en náhuatl para 'nadie por ejemplo: ""nianaki nech notsa' es _____",nianaki,nianaki|niaxx|otro,saludos y tiempo,intermedio
E2608,leer_escribir,P1515,,Lee la palabra en náhuatl 'niankema' y escribe su traducción al español,"nunca por ejemplo: ""niankema tiuits",,saludos y tiempo,intermedio
E2609,completar_frase,P1515,,"Completa: La palabra en náhuatl para 'nunca por ejemplo: ""niankema tiuits' es _____",niankema,niankema|otro|niaxx,saludos y tiempo,intermedio
E2610,leer_escribir,P1516,,Lee la palabra en náhuatl 'niantle' y escribe su traducción al español,"nada por ejemplo: ""niantle ni mits iluia",,saludos y tiempo,intermedio
E2611,completar_frase,P1516,,"Completa: La palabra en náhuatl para 'nada por ejemplo: ""niantle ni mits iluia' es _____",niantle,niantle|eltna|niaxx,saludos y tiempo,intermedio
E2612,leer_escribir,P1517,,Lee la palabra en náhuatl 'niauj' y escribe su traducción al español,"me voy por ejemplo: ""niauj ni mo machtia",,verbos y acciones,intermedio
E2613,completar_frase,P1517,,"Completa: La palabra en náhuatl para 'me voy por ejemplo: ""niauj ni mo machtia' es _____",niauj,niauj|juain|otro,verbos y acciones,intermedio
E2614,leer_escribir,P1518,,Lee la palabra en náhuatl 'nik' y escribe su traducción al español,"lo por ejemplo: ""nik touitsoua",,otras,intermedio
E2615,leer_escribir,P1519,,Lee la palabra en náhuatl 'nika' y escribe su traducción al español,aquí,,direcciones y lugares,basico
E2616,leer_escribir,P1520,,Lee la palabra en náhuatl 'nikanka’' y escribe su traducción al español,aquí está,,direcciones y lugares,intermedio
E2617,leer_escribir,P1521,,Lee la palabra en náhuatl 'nikantsiniauj' y escribe su traducción al español,saludo de despedida con reverencia,,otras,intermedio
E2618,completar_frase,P1521,,Completa: La palabra en náhuatl para 'saludo de despedida con reverencia' es _____,nikantsiniauj,nikantsiniauj|juain|otro,otras,intermedio
E2619,leer_escribir,P1522,,Lee la palabra en náhuatl 'niki' y escribe su traducción al español,"querer y amar por ejemplo: ""nil nili",,elementos de la naturaleza,intermedio
E2620,leer_escribir,P1523,,Lee la palabra en náhuatl 'nikik' y escribe su traducción al español,por aquí,,direcciones y lugares,basico
E2621,leer_escribir,P1524,,Lee la palabra en náhuatl 'nile’pa' y escribe su traducción al español,de verdad,,otras,basico
E2622,leer_escribir,P1525,,Lee la palabra en náhuatl 'nili' y escribe su traducción al español,cierto,,otras,intermedio
E2623,seleccionar_imagen,P1526,,Selecciona la imagen que representa 'nilo',revuélvelo,revuélvelo|luna|pájaro|casa,partes del cuerpo,intermedio
E2624,leer_escribir,P1526,,Lee la palabra en náhuatl 'nilo' y escribe su traducción al español,revuélvelo,,partes del cuerpo,intermedio
E2625,leer_escribir,P1527,,Lee la palabra en náhuatl 'niluayotl' y escribe su traducción al español,raíz,,otras,intermedio
E2626,completar_frase,P1527,,Completa: La palabra en náhuatl para 'raíz' es _____,niluayotl,niluayotl|nilxx|ltoya,otras,intermedio
E2627,leer_escribir,P1528,,Lee la palabra en náhuatl 'niluayotl kisa' y escribe su traducción al español,dícese de cuando una planta echa raíz,,otras,intermedio
E2628,completar_frase,P1528,,Completa: La palabra en náhuatl para 'dícese de cuando una planta echa raíz' es _____,niluayotl kisa,niluayotl kisa|otro|asik ,otras,intermedio
E2629,leer_escribir,P1529,,Lee la palabra en náhuatl 'niman' y escribe su traducción al español,pronto,,otras,intermedio
E2630,leer_escribir,P1530,,Lee la palabra en náhuatl 'ni’nijkauj' y escribe su traducción al español,igualado,,otras,intermedio
E2631,completar_frase,P1530,,Completa: La palabra en náhuatl para 'igualado' es _____,ni’nijkauj,ni’nijkauj|ni’xx|otro,otras,intermedio
E2632,leer_escribir,P1531,,Lee la palabra en náhuatl 'nipanka’' y escribe su traducción al español,encima de,,direcciones y lugares,intermedio
E2633,leer_escribir,P1532,,Lee la palabra en náhuatl 'nipanko' y escribe su traducción al español,en medio,,números,intermedio
E2634,leer_escribir,P1533,,Lee la palabra en náhuatl 'nipantla’' y escribe su traducción al español,mediodía,,números,intermedio
E2635,completar_frase,P1533,,Completa: La palabra en náhuatl para 'mediodía' es _____,nipantla’,nipantla’|’altn|otro,números,intermedio
E2636,leer_escribir,P1534,,Lee la palabra en náhuatl 'niuktik' y escribe su traducción al español,"dulce por ejemplo: ""semi niutik",,otras,intermedio
E2637,leer_escribir,P1535,,Lee la palabra en náhuatl 'niuktikatl' y escribe su traducción al español,agua dulce,,elementos de la naturaleza,intermedio
E2638,completar_frase,P1535,,Completa: La palabra en náhuatl para 'agua dulce' es _____,niuktikatl,niuktikatl|ltaki|otro,elementos de la naturaleza,intermedio
E2639,leer_escribir,P1536,,Lee la palabra en náhuatl 'nixayotl' y escribe su traducción al español,nejayote,,elementos de la naturaleza,intermedio
E2640,leer_escribir,P1537,,Lee la palabra en náhuatl 'nixkalaki' y escribe su traducción al español,dícese cuando se le impregna el olor a cal al nixtamal,,otras,intermedio
E2641,completar_frase,P1537,,Completa: La palabra en náhuatl para 'dícese cuando se le impregna el olor a cal al nixtamal' es _____,nixkalaki,nixkalaki|nixxx|otro,otras,intermedio
E2642,leer_escribir,P1538,,Lee la palabra en náhuatl 'nixkokok' y escribe su traducción al español,sabor a cal o calidra,,otras,intermedio
E2643,leer_escribir,P1539,,Lee la palabra en náhuatl 'nixkomitl' y escribe su traducción al español,olla con la que se hierve el nixtamal,,utensilios de cocina,intermedio
E2644,completar_frase,P1539,,Completa: La palabra en náhuatl para 'olla con la que se hierve el nixtamal' es _____,nixkomitl,nixkomitl|nixxx|ltimo,utensilios de cocina,intermedio
E2645,leer_escribir,P1540,,Lee la palabra en náhuatl 'nixmachia' y escribe su traducción al español,huele a cal o calidra,,otras,intermedio
E2646,completar_frase,P1540,,Completa: La palabra en náhuatl para 'huele a cal o calidra' es _____,nixmachia,nixmachia|nixxx|otro,otras,intermedio
E2647,leer_escribir,P1541,,Lee la palabra en náhuatl 'nixtamali' y escribe su traducción al español,nixtamal,,otras,intermedio
E2648,completar_frase,P1541,,Completa: La palabra en náhuatl para 'nixtamal' es _____,nixtamali,nixtamali|nixxx|ilama,otras,intermedio
E2649,leer_escribir,P1542,,Lee la palabra en náhuatl 'no' y escribe su traducción al español,mi,,otras,basico
E2650,leer_escribir,P1543,,Lee la palabra en náhuatl 'noaxka' y escribe su traducción al español,es mio,,otras,intermedio
E2651,leer_escribir,P1544,,Lee la palabra en náhuatl 'nochan' y escribe su traducción al español,mi casa,,otras,intermedio
E2652,leer_escribir,P1545,,Lee la palabra en náhuatl 'nochi' y escribe su traducción al español,todo,,otras,basico
E2653,leer_escribir,P1546,,Lee la palabra en náhuatl 'nochipa' y escribe su traducción al español,siempre,,saludos y tiempo,basico
E2654,completar_frase,P1546,,Completa: La palabra en náhuatl para 'siempre' es _____,nochipa,nochipa|otro|apihc,saludos y tiempo,basico
E2655,seleccionar_imagen,P1547,,Selecciona la imagen que representa 'nochtli',tuna,tuna|víbora|perro|casa,frutas,intermedio
E2656,leer_escribir,P1547,,Lee la palabra en náhuatl 'nochtli' y escribe su traducción al español,tuna,,frutas,intermedio
E2657,leer_escribir,P1548,,Lee la palabra en náhuatl 'noijki' y escribe su traducción al español,también,,saludos y tiempo,basico
E2658,completar_frase,P1548,,Completa: La palabra en náhuatl para 'también' es _____,noijki,noijki|ikjio|otro,saludos y tiempo,basico
E2659,leer_escribir,P1549,,Lee la palabra en náhuatl 'noixpan' y escribe su traducción al español,frente a mí,,otras,intermedio
E2660,leer_escribir,P1550,,Lee la palabra en náhuatl 'nontli' y escribe su traducción al español,mudo,,otras,intermedio
E2661,leer_escribir,P1551,,Lee la palabra en náhuatl 'nopa' y escribe su traducción al español,"sobre mí por ejemplo:""nopa no mijka tlakayo",,saludos y tiempo,intermedio
E2662,completar_frase,P1551,,"Completa: La palabra en náhuatl para 'sobre mí por ejemplo:""nopa no mijka tlakayo' es _____",nopa,nopa|otro|apon,saludos y tiempo,intermedio
E2663,leer_escribir,P1552,,Lee la palabra en náhuatl 'no’pala' y escribe su traducción al español,nopalera,,saludos y tiempo,basico
E2664,completar_frase,P1552,,Completa: La palabra en náhuatl para 'nopalera' es _____,no’pala,no’pala|no’xx|alap’,saludos y tiempo,basico
E2665,leer_escribir,P1553,,Lee la palabra en náhuatl 'no’pali' y escribe su traducción al español,nopal,,saludos y tiempo,basico
E2666,completar_frase,P1553,,Completa: La palabra en náhuatl para 'nopal' es _____,no’pali,no’pali|ilap’|otro,saludos y tiempo,basico
E2667,leer_escribir,P1554,,Lee la palabra en náhuatl 'noso' y escribe su traducción al español,por eso,,números,intermedio
E2668,leer_escribir,P1555,,Lee la palabra en náhuatl 'notsa' y escribe su traducción al español,"llamar por ejemplo: ""con el prefijo xik: xik notsa",,saludos y tiempo,intermedio
E2669,completar_frase,P1555,,"Completa: La palabra en náhuatl para 'llamar por ejemplo: ""con el prefijo xik: xik notsa' es _____",notsa,notsa|otro|notxx,saludos y tiempo,intermedio
E2670,leer_escribir,P1556,,Lee la palabra en náhuatl 'nouian' y escribe su traducción al español,por todas partes,,otras,intermedio
E2671,leer_escribir,P1557,,Lee la palabra en náhuatl 'nouiantiani' y escribe su traducción al español,el que anda por todos lados,,números,intermedio
E2672,completar_frase,P1557,,Completa: La palabra en náhuatl para 'el que anda por todos lados' es _____,nouiantiani,nouiantiani|otro|inait,números,intermedio
E2673,leer_escribir,P1558,,Lee la palabra en náhuatl 'o' y escribe su traducción al español,cuarta vocal en el alfabeto náhuatl y décima letra por su ubicación,,otras,intermedio
E2674,leer_escribir,P1559,,Lee la palabra en náhuatl 'o' y escribe su traducción al español,"se por ejemplo: ""o kalak",,saludos y tiempo,intermedio
E2675,completar_frase,P1559,,"Completa: La palabra en náhuatl para 'se por ejemplo: ""o kalak' es _____",o,o|otro|oxx,saludos y tiempo,intermedio
E2676,leer_escribir,P1560,,Lee la palabra en náhuatl 'ok' y escribe su traducción al español,aún,,otras,intermedio
E2677,leer_escribir,P1561,,Lee la palabra en náhuatl 'oki' y escribe su traducción al español,le,,otras,intermedio
E2678,leer_escribir,P1562,,Lee la palabra en náhuatl 'okia' y escribe su traducción al español,lo tomó,,otras,intermedio
E2679,leer_escribir,P1563,,Lee la palabra en náhuatl 'oki anke’' y escribe su traducción al español,lo tomaron,,elementos de la naturaleza,intermedio
E2680,completar_frase,P1563,,Completa: La palabra en náhuatl para 'lo tomaron' es _____,oki anke’,oki anke’|okixx|otro,elementos de la naturaleza,intermedio
E2681,leer_escribir,P1564,,Lee la palabra en náhuatl 'oki a’sik' y escribe su traducción al español,lo alcanzó,,otras,intermedio
E2682,completar_frase,P1564,,Completa: La palabra en náhuatl para 'lo alcanzó' es _____,oki a’sik,oki a’sik|kis’a|otro,otras,intermedio
E2683,leer_escribir,P1565,,Lee la palabra en náhuatl 'okichpil' y escribe su traducción al español,niño,,otras,intermedio
E2684,leer_escribir,P1566,,Lee la palabra en náhuatl 'oki ilui’' y escribe su traducción al español,le dijo,,otras,intermedio
E2685,completar_frase,P1566,,Completa: La palabra en náhuatl para 'le dijo' es _____,oki ilui’,oki ilui’|otro|okixx,otras,intermedio
E2686,leer_escribir,P1567,,Lee la palabra en náhuatl 'oki ilui’ke’' y escribe su traducción al español,le dijeron,,otras,intermedio
E2687,completar_frase,P1567,,Completa: La palabra en náhuatl para 'le dijeron' es _____,oki ilui’ke’,oki ilui’ke’|’ek’i|otro,otras,intermedio
E2688,leer_escribir,P1568,,Lee la palabra en náhuatl 'oki ixa’sik' y escribe su traducción al español,lo alcanzó a ver,,otras,intermedio
E2689,completar_frase,P1568,,Completa: La palabra en náhuatl para 'lo alcanzó a ver' es _____,oki ixa’sik,oki ixa’sik|okixx|kis’a,otras,intermedio
E2690,seleccionar_imagen,P1569,,Selecciona la imagen que representa 'oki ixeuj',lo levantó colocando la parte frontal hacia arriba,lo levantó colocando la parte frontal hacia arriba|casa|árbol|luna,vegetales y hierbas,intermedio
E2691,leer_escribir,P1569,,Lee la palabra en náhuatl 'oki ixeuj' y escribe su traducción al español,lo levantó colocando la parte frontal hacia arriba,,vegetales y hierbas,intermedio
E2692,completar_frase,P1569,,Completa: La palabra en náhuatl para 'lo levantó colocando la parte frontal hacia arriba' es _____,oki ixeuj,oki ixeuj|okixx|juexi,vegetales y hierbas,intermedio
E2693,leer_escribir,P1570,,Lee la palabra en náhuatl 'oki ixima’' y escribe su traducción al español,lo conoció,,saludos y tiempo,intermedio
E2694,completar_frase,P1570,,Completa: La palabra en náhuatl para 'lo conoció' es _____,oki ixima’,oki ixima’|otro|’amix,saludos y tiempo,intermedio
E2695,leer_escribir,P1571,,Lee la palabra en náhuatl 'oki iximatke’' y escribe su traducción al español,lo conocieron,,saludos y tiempo,intermedio
E2696,completar_frase,P1571,,Completa: La palabra en náhuatl para 'lo conocieron' es _____,oki iximatke’,oki iximatke’|okixx|otro,saludos y tiempo,intermedio
E2697,leer_escribir,P1572,,Lee la palabra en náhuatl 'oki mikti’' y escribe su traducción al español,lo mató,,saludos y tiempo,intermedio
E2698,completar_frase,P1572,,Completa: La palabra en náhuatl para 'lo mató' es _____,oki mikti’,oki mikti’|otro|okixx,saludos y tiempo,intermedio
E2699,leer_escribir,P1573,,Lee la palabra en náhuatl 'oki motlak' y escribe su traducción al español,le disparó (disparo de un proyectil),,otras,intermedio
E2700,completar_frase,P1573,,Completa: La palabra en náhuatl para 'le disparó (disparo de un proyectil)' es _____,oki motlak,oki motlak|okixx|kalto,otras,intermedio
E2701,leer_escribir,P1574,,Lee la palabra en náhuatl 'okin' y escribe su traducción al español,les,,otras,intermedio
E2702,leer_escribir,P1575,,Lee la palabra en náhuatl 'okotl' y escribe su traducción al español,ocotte,,saludos y tiempo,intermedio
E2703,completar_frase,P1575,,Completa: La palabra en náhuatl para 'ocotte' es _____,okotl,okotl|okoxx|ltoko,saludos y tiempo,intermedio
E2704,leer_escribir,P1576,,Lee la palabra en náhuatl 'okotlamani' y escribe su traducción al español,plantío de árboles de ocote,,familia y parentesco,intermedio
E2705,completar_frase,P1576,,Completa: La palabra en náhuatl para 'plantío de árboles de ocote' es _____,okotlamani,okotlamani|otro|inama,familia y parentesco,intermedio
E2706,leer_escribir,P1577,,Lee la palabra en náhuatl 'okotsotik' y escribe su traducción al español,pegajoso,,saludos y tiempo,intermedio
E2707,completar_frase,P1577,,Completa: La palabra en náhuatl para 'pegajoso' es _____,okotsotik,okotsotik|okoxx|kitos,saludos y tiempo,intermedio
E2708,leer_escribir,P1578,,Lee la palabra en náhuatl 'okpa' y escribe su traducción al español,dos veces,,números,basico
E2709,leer_escribir,P1579,,Lee la palabra en náhuatl 'okpauis' y escribe su traducción al español,por segunda ocasión,,saludos y tiempo,intermedio
E2710,completar_frase,P1579,,Completa: La palabra en náhuatl para 'por segunda ocasión' es _____,okpauis,okpauis|okpxx|otro,saludos y tiempo,intermedio
E2711,leer_escribir,P1580,,Lee la palabra en náhuatl 'okse' y escribe su traducción al español,otro,,otras,intermedio
E2712,leer_escribir,P1581,,Lee la palabra en náhuatl 'okseki' y escribe su traducción al español,otros más,,salud y enfermedades,intermedio
E2713,leer_escribir,P1582,,Lee la palabra en náhuatl 'oksekinte' y escribe su traducción al español,otros más (referido a personas),,otras,intermedio
E2714,completar_frase,P1582,,Completa: La palabra en náhuatl para 'otros más (referido a personas)' es _____,oksekinte,oksekinte|etnik|oksxx,otras,intermedio
E2715,leer_escribir,P1583,,Lee la palabra en náhuatl 'oksipa' y escribe su traducción al español,otra vez,,otras,basico
E2716,leer_escribir,P1584,,Lee la palabra en náhuatl 'okuili' y escribe su traducción al español,gusano,,saludos y tiempo,basico
E2717,completar_frase,P1584,,Completa: La palabra en náhuatl para 'gusano' es _____,okuili,okuili|okuxx|otro,saludos y tiempo,basico
E2718,leer_escribir,P1585,,Lee la palabra en náhuatl 'okuilo’' y escribe su traducción al español,agusanado,,otras,basico
E2719,leer_escribir,P1586,,Lee la palabra en náhuatl 'okuilouak' y escribe su traducción al español,se agusanó,,otras,intermedio
E2720,completar_frase,P1586,,Completa: La palabra en náhuatl para 'se agusanó' es _____,okuilouak,okuilouak|otro|kauol,otras,intermedio
E2721,leer_escribir,P1587,,Lee la palabra en náhuatl 'okuilouaka' y escribe su traducción al español,se había agusanado,,otras,intermedio
E2722,completar_frase,P1587,,Completa: La palabra en náhuatl para 'se había agusanado' es _____,okuilouaka,okuilouaka|akauo|otro,otras,intermedio
E2723,leer_escribir,P1588,,Lee la palabra en náhuatl 'okuilouas' y escribe su traducción al español,se va agusanar,,otras,intermedio
E2724,completar_frase,P1588,,Completa: La palabra en náhuatl para 'se va agusanar' es _____,okuilouas,okuilouas|okuxx|otro,otras,intermedio
E2725,leer_escribir,P1589,,Lee la palabra en náhuatl 'olinia' y escribe su traducción al español,mover,,otras,basico
E2726,leer_escribir,P1590,,Lee la palabra en náhuatl 'olinili' y escribe su traducción al español,movimiento,,otras,intermedio
E2727,leer_escribir,P1591,,Lee la palabra en náhuatl 'olotl' y escribe su traducción al español,olote,,otras,intermedio
E2728,leer_escribir,P1592,,Lee la palabra en náhuatl 'omauilti’' y escribe su traducción al español,jugó,,otras,intermedio
E2729,completar_frase,P1592,,Completa: La palabra en náhuatl para 'jugó' es _____,omauilti’,omauilti’|’itli|omaxx,otras,intermedio
E2730,leer_escribir,P1593,,Lee la palabra en náhuatl 'ome' y escribe su traducción al español,dos (numeral),,números,basico
E2731,leer_escribir,P1594,,Lee la palabra en náhuatl 'omeka’' y escribe su traducción al español,está en dos partes,,números,intermedio
E2732,leer_escribir,P1595,,Lee la palabra en náhuatl 'omente' y escribe su traducción al español,son dos,,números,basico
E2733,leer_escribir,P1596,,Lee la palabra en náhuatl 'omik' y escribe su traducción al español,se murió,,otras,basico
E2734,leer_escribir,P1597,,Lee la palabra en náhuatl 'omiktoya' y escribe su traducción al español,se estaba muriendo,,otras,intermedio
E2735,leer_escribir,P1598,,Lee la palabra en náhuatl 'oni' y escribe su traducción al español,ingiere,,otras,basico
E2736,leer_escribir,P1599,,Lee la palabra en náhuatl 'onka’' y escribe su traducción al español,hay,,otras,basico
E2737,leer_escribir,P1600,,Lee la palabra en náhuatl 'onkanka’' y escribe su traducción al español,está ahí,,otras,intermedio
E2738,leer_escribir,P1601,,Lee la palabra en náhuatl 'opak' y escribe su traducción al español,estuvo agusto,,otras,intermedio
E2739,leer_escribir,P1602,,Lee la palabra en náhuatl 'opaktoya' y escribe su traducción al español,estaba a gusto,,otras,intermedio
E2740,leer_escribir,P1603,,Lee la palabra en náhuatl 'opaktoya’' y escribe su traducción al español,estaban contentos,,salud y enfermedades,intermedio
E2741,completar_frase,P1603,,Completa: La palabra en náhuatl para 'estaban contentos' es _____,opaktoya’,opaktoya’|’ayot|opaxx,salud y enfermedades,intermedio
E2742,leer_escribir,P1604,,Lee la palabra en náhuatl 'opa’kua’' y escribe su traducción al español,tomó veneno,,saludos y tiempo,intermedio
