aciertos_totales,vidas_perdidas,pistas_usadas,tiempo_total_segundos,max_racha_correctas,errores_traducir,errores_completar,errores_imagenes,nivel_asignado
2,7,8,478,1,4,2,1,Basico
7,8,2,163,4,4,2,2,Basico
9,9,4,76,3,3,3,3,Basico+
4,7,4,247,0,3,2,2,Basico
9,3,3,53,7,3,0,0,Intermedio
0,0,2,384,0,0,0,0,Basico
1,9,8,378,0,6,1,2,Basico
3,7,5,235,2,3,2,2,Basico
4,2,1,317,2,0,1,1,Basico
2,3,3,474,2,2,1,0,Basico
6,9,7,170,4,5,4,0,Basico
6,7,7,184,2,1,4,2,Basico
7,8,7,143,3,3,4,1,Basico
5,6,1,232,1,1,2,3,Basico
5,4,4,254,2,2,1,1,Basico
0,1,3,497,0,0,1,0,Basico
0,1,0,432,0,0,0,1,Basico
9,0,0,20,5,0,0,0,Basico+
0,2,1,342,0,0,0,2,Basico
7,6,5,117,2,4,1,1,Basico
2,9,8,404,0,6,2,1,Basico
8,7,6,80,7,2,3,2,Basico+
7,5,6,180,4,2,3,0,Basico
9,4,2,143,5,1,1,2,Basico+
3,6,4,200,3,1,3,2,Basico
8,8,6,85,5,4,3,1,Basico+
6,4,1,238,2,1,3,0,Basico
7,4,6,128,2,1,3,0,Basico+
5,6,5,190,1,4,2,0,Basico
2,0,3,368,0,0,0,0,Basico
5,1,1,320,1,0,0,1,Basico
5,2,4,204,3,1,1,0,Basico
2,4,5,290,1,1,2,1,Basico
3,7,4,307,2,2,2,3,Basico
6,9,9,178,4,3,3,3,Basico
4,0,0,248,2,0,0,0,Basico
4,3,2,342,3,0,1,2,Basico
2,1,1,248,0,1,0,0,Basico
6,6,3,198,4,4,1,1,Basico
8,1,0,101,3,1,0,0,Basico+
10,7,3,71,3,5,1,1,Basico+
7,2,0,139,2,2,0,0,Basico+
0,4,2,444,0,1,1,2,Basico
3,8,5,283,2,2,3,3,Basico
5,7,3,251,4,3,4,0,Basico
5,7,6,254,3,1,5,1,Basico
7,7,4,79,6,3,3,1,Basico+
2,3,4,249,1,1,1,1,Basico
1,1,2,297,0,0,0,1,Basico
1,1,3,447,0,0,0,1,Basico
7,9,3,192,4,2,4,3,Basico
1,0,3,334,1,0,0,0,Basico
8,7,1,82,7,6,1,0,Basico+
7,10,4,165,4,6,3,1,Basico
6,2,2,142,2,2,0,0,Basico
10,8,10,20,4,4,2,2,Basico+
2,9,5,275,1,2,7,0,Basico+
8,2,1,244,5,1,1,0,Basico+
5,4,2,237,3,0,2,2,Basico
1,10,8,335,0,6,2,2,Basico
8,8,3,104,4,5,1,2,Basico+
6,5,6,179,3,2,3,0,Basico
5,6,4,227,4,4,2,0,Basico
6,3,1,249,5,2,1,0,Basico
2,10,10,336,0,3,7,0,Basico
7,8,3,130,3,3,3,2,Basico
10,6,5,68,7,1,4,1,Intermedio
9,2,2,66,9,0,1,1,Intermedio
5,6,4,303,3,4,1,1,Intermedio
0,2,3,439,0,1,1,0,Basico
3,3,2,410,3,1,0,2,Basico
5,8,7,254,4,5,2,1,Basico
1,7,9,412,1,2,3,2,Basico
10,9,7,29,9,3,5,1,Intermedio
4,9,8,294,1,2,5,2,Basico
4,9,7,307,2,4,4,1,Basico
4,0,3,319,1,0,0,0,Basico
7,2,3,105,4,1,1,0,Basico+
4,0,1,343,3,0,0,0,Basico
7,7,5,191,5,4,2,1,Basico
8,7,7,113,6,3,3,1,Basico+
6,1,1,215,4,0,1,0,Basico
5,4,3,263,3,2,1,1,Basico
1,2,4,460,0,0,2,0,Intermedio
0,0,0,403,0,0,0,0,Basico
6,0,1,172,3,0,0,0,Basico+
5,7,3,256,3,3,2,2,Basico
1,2,1,326,1,1,0,1,Basico
1,7,8,401,0,3,2,2,Basico
10,0,2,56,4,0,0,0,Intermedio
4,6,1,323,3,0,4,2,Basico
8,1,1,114,1,0,1,0,Basico+
3,6,2,444,2,4,1,1,Basico
7,6,4,142,5,4,0,2,Basico+
2,1,1,342,0,1,0,0,Basico
4,3,3,281,3,2,1,0,Basico
2,0,0,478,1,0,0,0,Basico
8,3,4,134,7,2,1,0,Basico+
2,2,0,274,0,2,0,0,Basico
5,7,4,235,0,2,3,2,Basico
5,1,3,220,3,0,0,1,Basico
7,3,3,156,4,2,0,1,Basico+
5,9,7,185,1,3,6,0,Basico
1,9,5,406,1,5,2,2,Basico
4,4,4,277,2,1,1,2,Basico
1,7,5,410,1,4,2,1,Basico
5,9,6,216,2,5,3,1,Basico
8,6,5,66,5,3,1,2,Basico+
6,3,4,237,4,2,1,0,Basico
0,3,4,312,0,0,3,0,Basico
0,7,8,466,0,2,3,2,Basico
0,5,5,364,0,2,1,2,Basico
5,1,2,241,0,0,1,0,Basico
4,2,0,259,0,1,1,0,Basico
5,10,4,196,3,5,5,0,Basico
5,5,2,298,2,2,2,1,Basico
6,6,4,263,2,2,1,3,Basico
7,2,3,294,4,1,0,1,Basico
9,9,8,117,6,4,4,1,Basico+
8,5,3,53,2,2,2,1,Basico+
2,8,6,445,1,3,4,1,Basico
9,1,3,118,4,0,0,1,Basico
4,8,8,294,2,3,3,2,Basico
3,1,3,253,2,0,0,1,Basico
5,8,5,211,3,3,3,2,Basico
6,5,1,134,2,2,2,1,Basico
4,9,6,244,0,4,2,3,Basico
4,1,1,240,1,0,1,0,Basico
6,3,2,314,1,3,0,0,Basico
7,6,4,125,3,4,1,1,Basico
6,6,1,235,3,1,3,2,Basico
2,3,2,298,1,1,0,2,Basico
3,6,5,377,2,2,4,0,Basico
3,1,0,267,1,0,1,0,Basico
8,9,3,100,3,6,1,2,Basico+
1,9,3,429,0,6,2,1,Basico
8,1,0,69,1,0,1,0,Basico+
7,7,4,187,6,2,4,1,Basico+
4,1,1,314,1,0,1,0,Basico
6,9,5,139,5,4,2,3,Basico
7,8,4,142,5,5,2,1,Basico
6,9,3,237,2,4,3,2,Basico
9,1,1,33,6,1,0,0,Intermedio
1,2,2,398,0,0,2,0,Basico
10,10,7,27,6,7,2,1,Basico+
6,7,4,241,3,3,3,1,Basico
3,1,1,282,2,0,0,1,Basico
5,7,2,221,3,5,0,2,Basico
8,8,9,144,1,4,2,2,Basico
6,8,7,173,4,3,3,2,Basico
9,3,2,70,6,1,1,1,Intermedio
6,3,4,105,5,0,1,2,Basico+
4,4,4,292,3,4,0,0,Basico
5,4,3,166,2,1,1,2,Basico
8,2,2,79,3,2,0,0,Basico+
3,1,1,341,1,0,1,0,Basico
4,8,7,257,3,6,0,2,Basico
7,6,6,153,5,1,3,2,Basico+
10,4,5,39,8,2,2,0,Intermedio
6,1,3,179,4,0,1,0,Basico+
7,7,7,96,5,5,1,1,Basico+
3,1,0,288,1,0,1,0,Basico
1,5,5,305,0,3,1,1,Basico+
8,2,1,199,7,1,1,0,Basico+
1,7,4,268,0,3,3,1,Basico
0,3,2,420,0,1,1,1,Basico
6,6,7,249,3,3,2,1,Basico
5,2,4,323,2,1,1,0,Basico
2,3,2,273,1,1,1,1,Basico
0,8,5,444,0,3,4,1,Basico
3,2,3,179,2,0,2,0,Basico
5,0,3,208,0,0,0,0,Basico
2,7,3,411,1,4,2,1,Basico
7,2,0,156,5,2,0,0,Basico+
4,7,4,276,1,3,2,2,Basico
2,4,4,394,1,3,0,1,Basico
0,4,6,577,0,2,1,1,Basico
8,1,2,172,7,1,0,0,Basico+
2,4,3,356,1,3,0,1,Basico
6,8,5,171,6,2,4,2,Basico
4,10,5,206,1,4,5,1,Basico
1,5,6,407,0,3,1,1,Basico
9,2,2,180,6,2,0,0,Basico+
5,6,6,277,4,3,2,1,Intermedio
0,3,4,324,0,1,1,1,Intermedio
2,2,3,399,1,1,0,1,Basico
8,9,2,138,3,5,3,1,Basico
7,10,9,140,6,6,1,3,Basico
6,10,8,209,2,5,3,2,Basico
5,8,3,333,2,2,6,0,Basico
9,6,8,73,8,2,4,0,Basico+
2,8,6,251,0,4,3,1,Basico
5,6,7,157,2,2,1,3,Basico
6,2,3,213,3,1,0,1,Basico
4,10,9,283,3,5,3,2,Basico
10,9,4,83,5,4,3,2,Basico+
1,0,3,453,0,0,0,0,Basico
2,6,4,395,1,1,3,2,Basico
5,6,1,148,2,2,4,0,Basico
0,0,1,430,0,0,0,0,Basico
6,3,1,182,0,1,1,1,Basico
5,6,2,291,0,1,1,4,Basico
2,5,3,421,1,2,2,1,Basico
4,8,4,236,2,6,1,1,Basico
10,5,3,31,6,1,2,2,Intermedio
2,0,2,325,1,0,0,0,Basico
10,8,5,32,3,3,3,2,Basico+
4,2,0,332,2,2,0,0,Basico
3,2,3,399,2,2,0,0,Basico
8,2,2,94,8,0,1,1,Intermedio
1,2,0,344,0,0,1,1,Basico
7,6,7,114,5,2,4,0,Basico+
4,5,5,233,1,1,3,1,Basico
7,0,1,183,4,0,0,0,Basico
10,1,0,69,8,1,0,0,Intermedio
6,9,7,226,3,4,3,2,Basico
4,9,3,250,2,3,3,3,Basico
2,5,4,223,0,2,2,1,Basico
10,6,5,88,9,4,1,1,Intermedio
8,8,4,130,6,4,2,2,Basico+
7,2,1,118,5,1,0,1,Basico+
7,10,6,138,6,6,2,2,Basico
5,5,2,229,4,4,1,0,Basico
10,7,4,128,3,2,3,2,Basico+
4,5,5,242,1,2,3,0,Basico
7,1,2,177,7,0,1,0,Basico+
4,7,5,304,2,2,3,2,Intermedio
5,0,0,241,2,0,0,0,Basico
5,4,3,143,3,0,3,1,Basico+
9,4,4,98,3,1,1,2,Basico+
8,9,5,154,5,7,2,0,Basico+
6,6,7,274,4,3,1,2,Basico
8,2,4,111,5,1,1,0,Basico
4,5,3,286,1,2,1,2,Basico
9,6,2,46,4,5,1,0,Basico+
6,1,2,194,2,0,1,0,Basico
6,0,3,180,3,0,0,0,Basico+
1,8,4,398,0,2,3,3,Basico
5,6,2,141,3,3,3,0,Basico
4,6,3,179,1,2,3,1,Basico
6,3,0,276,4,1,1,1,Basico
8,6,5,167,3,1,3,2,Basico+
1,5,3,363,0,2,1,2,Basico
4,8,4,231,1,5,2,1,Basico
5,5,3,204,3,3,2,0,Basico
5,7,4,188,4,3,2,2,Basico
5,7,6,173,4,2,2,3,Basico
10,8,8,30,0,2,4,2,Basico+
1,5,4,493,0,3,1,1,Basico
0,7,4,485,0,3,2,2,Basico
5,9,4,278,1,5,4,0,Basico
4,7,6,235,1,3,3,1,Basico
5,9,6,300,0,4,4,1,Basico
2,7,6,266,1,3,2,2,Basico
0,6,4,507,0,4,1,1,Basico
9,1,1,209,1,0,0,1,Basico+
7,3,3,148,2,2,1,0,Basico+
7,0,3,137,2,0,0,0,Basico+
2,6,4,214,1,0,2,4,Basico
6,8,8,180,5,3,4,1,Basico+
8,5,6,62,7,3,2,0,Basico+
10,7,4,77,6,2,3,2,Basico+
1,7,1,341,0,4,2,1,Basico
6,3,0,191,3,2,1,0,Basico
8,9,4,72,1,6,3,0,Basico
2,0,1,386,1,0,0,0,Basico
6,5,4,155,5,4,1,0,Basico
5,5,3,278,3,3,1,1,Basico
5,1,3,329,2,0,1,0,Basico
9,6,5,45,6,3,3,0,Basico
8,6,7,90,7,1,4,1,Basico+
7,1,0,166,4,1,0,0,Basico+
6,7,3,173,3,6,1,0,Basico
5,5,3,256,2,1,3,1,Basico
5,6,3,231,3,2,3,1,Basico
6,0,1,240,4,0,0,0,Basico
5,4,3,265,4,1,1,2,Basico
5,0,0,399,1,0,0,0,Basico
7,5,4,241,6,2,0,3,Basico
5,6,3,290,2,2,4,0,Basico
6,5,3,201,2,3,0,2,Basico
5,5,4,155,4,1,4,0,Basico
3,2,4,431,1,1,1,0,Basico
5,0,1,232,4,0,0,0,Basico
6,7,1,227,5,3,2,2,Basico
7,1,1,286,3,0,0,1,Basico
9,10,3,107,6,6,1,3,Basico
6,3,2,146,4,0,2,1,Basico+
7,3,1,289,4,3,0,0,Basico
4,0,3,228,3,0,0,0,Basico
6,1,3,182,4,0,1,0,Basico
2,2,1,301,0,0,2,0,Basico
5,1,0,259,3,0,1,0,Basico
6,6,3,126,2,3,1,2,Basico
4,4,5,430,3,0,3,1,Basico
1,4,1,424,0,3,1,0,Basico
5,6,1,191,3,2,4,0,Basico
6,6,1,338,5,2,2,2,Basico
4,1,0,170,3,1,0,0,Basico
5,2,1,235,2,1,1,0,Basico
6,3,2,222,1,2,1,0,Basico+
6,2,1,149,2,1,1,0,Basico
5,3,5,172,1,2,1,0,Basico
10,7,5,114,9,3,3,1,Intermedio
0,10,4,402,0,4,6,0,Basico
2,0,1,353,0,0,0,0,Basico
5,10,5,168,3,4,4,2,Intermedio
2,7,6,276,1,1,3,3,Basico
5,7,5,222,3,3,2,2,Basico
3,9,8,249,3,4,3,2,Basico
6,5,5,220,4,1,2,2,Basico
1,5,1,306,0,2,1,2,Basico
6,0,3,254,3,0,0,0,Basico
5,1,2,260,2,0,1,0,Basico
1,9,3,354,0,3,5,1,Basico
5,7,3,186,3,5,2,0,Basico
6,1,0,129,5,0,1,0,Basico+
3,1,3,300,1,1,0,0,Basico
0,6,4,445,0,1,4,1,Basico
4,5,4,269,1,2,2,1,Basico
1,3,2,330,0,1,1,1,Basico
4,4,2,225,3,3,1,0,Basico
4,1,1,320,1,0,0,1,Basico
1,4,3,400,0,1,2,1,Basico
1,0,0,365,0,0,0,0,Basico
0,6,3,463,0,5,1,0,Basico
1,6,3,511,1,4,1,1,Basico
6,5,4,136,1,2,2,1,Intermedio
3,0,1,249,2,0,0,0,Basico
4,0,0,348,3,0,0,0,Basico
5,2,3,235,3,0,2,0,Basico
10,7,4,69,5,3,3,1,Basico+
2,6,4,299,0,1,2,3,Basico
1,1,2,422,1,1,0,0,Basico
8,0,0,176,3,0,0,0,Basico+
5,6,4,174,2,3,2,1,Basico
3,7,7,298,2,2,3,2,Basico
7,5,3,123,1,3,1,1,Basico
7,9,6,114,6,5,2,2,Basico+
6,3,5,161,2,1,2,0,Basico
3,3,1,259,2,2,1,0,Basico
5,6,7,145,4,3,3,0,Basico
5,8,7,352,1,4,3,1,Basico
5,4,2,230,1,2,1,1,Basico+
2,7,6,448,1,3,1,3,Basico
2,8,5,274,1,6,2,0,Basico
7,0,3,272,3,0,0,0,Intermedio
8,6,4,121,7,2,2,2,Intermedio
8,7,7,140,6,5,1,1,Basico+
7,1,2,98,5,1,0,0,Basico+
5,3,2,220,3,2,1,0,Basico
5,5,5,213,3,2,2,1,Basico
10,8,5,24,7,2,3,3,Intermedio
4,6,6,226,3,3,3,0,Basico
4,1,3,202,3,1,0,0,Basico
5,4,3,287,3,2,1,1,Basico
7,2,4,228,3,0,1,1,Basico
6,7,6,345,5,2,3,2,Basico
7,9,3,126,5,3,5,1,Basico
4,0,0,240,4,0,0,0,Basico
5,3,2,261,4,2,1,0,Basico
9,6,7,49,6,1,3,2,Basico+
6,7,3,202,2,4,2,1,Basico
8,3,3,110,5,1,2,0,Basico+
7,2,2,211,6,1,1,0,Basico+
5,5,2,281,3,2,1,2,Basico
9,7,8,63,4,4,2,1,Basico+
4,5,7,372,2,3,0,2,Basico
5,1,2,173,2,0,1,0,Basico+
10,0,2,80,4,0,0,0,Intermedio
2,4,4,371,0,1,2,1,Basico
1,6,7,462,0,3,2,1,Basico
7,0,1,171,3,0,0,0,Basico+
1,5,4,264,0,0,3,2,Basico
6,7,3,198,3,3,2,2,Basico
4,2,2,232,2,1,1,0,Basico
5,1,3,354,3,0,0,1,Basico
2,6,7,288,1,2,4,0,Basico
5,9,6,182,2,3,3,3,Basico
0,4,2,387,0,2,2,0,Basico
2,0,0,468,0,0,0,0,Basico
1,1,3,314,0,0,0,1,Basico
2,3,2,362,2,3,0,0,Basico
2,6,3,311,1,0,4,2,Basico+
5,7,3,152,4,5,1,1,Basico
4,0,3,194,3,0,0,0,Intermedio
5,3,4,237,4,1,1,1,Basico
4,8,5,200,1,1,5,2,Basico
0,2,1,502,0,1,1,0,Basico
8,8,7,113,7,3,4,1,Basico+
8,1,0,120,2,1,0,0,Basico+
3,4,1,305,1,0,1,3,Basico
9,0,3,108,8,0,0,0,Intermedio
7,3,5,139,6,0,1,2,Basico+
5,7,9,225,2,4,2,1,Basico
5,3,3,215,3,0,3,0,Basico
10,7,9,95,6,3,4,0,Basico+
7,5,7,224,6,2,1,2,Basico+
7,1,0,160,2,1,0,0,Intermedio
2,5,5,400,1,3,2,0,Basico
4,8,5,137,3,4,4,0,Basico
2,6,2,307,1,2,2,2,Basico
2,9,7,295,1,4,2,3,Basico
3,5,4,303,2,2,1,2,Basico
7,1,0,122,4,1,0,0,Basico+
5,9,2,190,2,3,3,3,Basico
6,6,2,226,1,2,3,1,Basico
3,5,4,361,1,4,0,1,Basico
5,2,2,241,4,1,1,0,Basico
1,5,3,352,0,1,2,2,Basico
6,4,3,246,4,2,2,0,Basico
1,4,4,329,0,2,2,0,Basico
6,9,4,201,1,5,2,2,Basico
4,4,4,342,2,3,1,0,Basico
6,2,3,183,3,1,0,1,Basico
2,6,6,404,0,4,2,0,Basico
7,7,3,181,5,4,2,1,Basico
4,3,2,302,3,1,1,1,Basico
4,0,3,201,3,0,0,0,Basico
1,8,9,318,0,3,4,1,Basico
5,9,7,254,2,4,3,2,Basico+
8,5,1,158,3,1,4,0,Basico+
5,5,4,175,0,1,4,0,Basico+
5,4,0,196,2,3,1,0,Basico+
0,0,2,343,0,0,0,0,Basico
4,5,5,180,3,2,2,1,Basico
9,7,5,62,4,2,3,2,Basico+
0,4,2,420,0,2,2,0,Basico
7,0,1,102,3,0,0,0,Basico+
2,7,8,301,1,4,1,2,Basico
6,0,3,176,3,0,0,0,Basico+
8,4,2,59,7,0,2,2,Basico
6,7,5,182,4,4,2,1,Basico
5,0,3,237,3,0,0,0,Basico
4,4,4,301,0,1,3,0,Basico
0,4,6,478,0,1,0,3,Basico
8,4,4,92,4,3,1,0,Basico+
4,9,9,307,1,3,4,2,Basico
6,6,4,192,5,2,2,2,Basico
5,4,2,237,4,3,0,1,Basico
5,10,6,196,2,5,3,2,Basico
5,1,1,352,2,0,1,0,Basico
3,3,4,298,2,1,1,1,Basico
0,3,2,518,0,3,0,0,Basico
7,8,4,166,7,5,2,1,Basico+
7,6,5,216,6,2,0,4,Basico
6,6,8,207,5,1,3,2,Basico
6,0,0,94,2,0,0,0,Basico+
2,3,2,311,2,2,0,1,Basico
5,0,3,218,1,0,0,0,Basico+
8,1,0,125,2,1,0,0,Basico+
4,6,6,295,2,3,2,1,Basico
0,8,3,452,0,5,2,1,Basico
5,1,0,223,3,0,1,0,Basico
8,9,4,84,8,3,3,3,Basico+
4,4,6,246,2,1,2,1,Basico
9,4,3,80,9,1,3,0,Intermedio
9,10,3,145,4,7,1,2,Basico+
6,5,6,144,5,1,2,2,Basico+
6,3,5,192,3,1,2,0,Intermedio
6,0,1,188,3,0,0,0,Basico+
3,5,1,238,1,2,2,1,Basico+
2,3,3,374,0,1,1,1,Basico
8,3,1,132,6,1,2,0,Basico+
5,9,6,155,0,2,2,5,Intermedio
2,1,1,292,1,0,1,0,Intermedio
6,8,7,122,4,6,1,1,Basico
10,5,6,20,9,2,2,1,Intermedio
9,4,4,65,4,2,1,1,Basico+
7,7,6,126,3,4,0,3,Basico
9,4,3,41,9,1,1,2,Intermedio
0,9,4,387,0,5,4,0,Basico
0,6,7,339,0,1,2,3,Basico
8,6,4,110,3,5,0,1,Basico+
5,4,6,218,3,3,0,1,Basico
7,2,2,112,3,1,0,1,Basico+
4,2,3,247,2,1,0,1,Intermedio
8,1,1,208,7,1,0,0,Basico+
5,6,3,197,3,3,2,1,Basico
6,2,3,138,5,0,2,0,Basico+
3,10,8,317,1,4,2,4,Basico
5,9,5,303,3,4,3,2,Basico
8,2,1,131,5,0,1,1,Basico+
1,1,3,374,1,0,0,1,Basico
5,3,4,197,4,2,1,0,Basico
5,4,5,189,3,3,1,0,Basico
7,7,6,132,6,4,2,1,Intermedio
4,6,6,222,3,2,4,0,Basico
6,3,3,245,4,2,1,0,Basico
7,5,4,137,4,2,2,1,Basico+
2,4,3,376,0,2,1,1,Basico
8,6,1,173,5,6,0,0,Basico+
10,2,2,42,6,1,0,1,Intermedio
2,4,1,370,1,2,2,0,Basico
2,7,3,320,0,1,5,1,Basico
6,4,3,170,4,3,1,0,Basico
5,7,7,244,2,2,4,1,Basico
5,7,4,274,2,2,3,2,Basico
5,8,6,199,1,3,4,1,Basico
6,2,1,170,3,1,0,1,Basico
7,6,4,118,5,3,1,2,Basico+
8,5,3,220,5,2,3,0,Basico+
4,3,1,281,2,1,2,0,Basico
2,6,7,364,1,3,1,2,Basico
10,6,6,85,3,4,2,0,Basico+
7,6,6,179,5,4,1,1,Basico+
6,5,3,173,4,4,0,1,Basico
4,6,2,305,2,3,2,1,Basico
2,5,3,294,1,2,3,0,Basico
9,6,3,54,4,3,1,2,Intermedio
5,0,0,167,3,0,0,0,Intermedio
9,9,6,38,2,5,4,0,Basico+
6,5,3,188,4,4,1,0,Basico
2,8,6,403,0,4,1,3,Basico
6,8,6,273,2,5,3,0,Basico
0,2,2,324,0,0,1,1,Basico
7,7,5,141,4,2,3,2,Basico
0,8,3,283,0,6,1,1,Basico
7,7,4,198,6,3,2,2,Basico
0,0,1,476,0,0,0,0,Intermedio
5,10,10,144,4,4,4,2,Basico
10,8,6,90,7,2,4,2,Basico+
0,5,2,469,0,3,1,1,Basico
3,8,3,240,2,3,4,1,Basico
1,2,2,391,0,0,1,1,Basico+
0,1,3,304,0,1,0,0,Basico
6,1,2,103,4,0,1,0,Basico+
2,5,3,371,1,1,3,1,Basico
9,10,7,101,3,4,3,3,Basico+
5,6,1,156,3,2,2,2,Basico
9,9,7,111,3,5,2,2,Basico+
8,0,0,134,5,0,0,0,Basico+
1,7,9,456,0,5,0,2,Basico
3,0,1,329,2,0,0,0,Basico
0,0,3,288,0,0,0,0,Basico
8,5,4,136,2,2,3,0,Basico+
2,5,6,263,1,3,2,0,Basico
3,5,7,353,1,1,2,2,Basico
3,10,8,349,2,6,3,1,Basico
1,7,4,355,0,2,1,4,Basico
0,6,4,345,0,5,1,0,Basico+
5,5,2,227,5,2,3,0,Basico
3,6,6,236,1,1,2,3,Basico
7,3,3,146,6,2,1,0,Basico+
6,9,6,263,3,2,3,4,Basico
6,9,5,251,2,2,6,1,Basico
4,7,7,211,4,4,1,2,Basico
8,1,3,90,6,0,1,0,Basico+
9,9,8,82,6,5,4,0,Basico+
6,9,4,176,1,7,0,2,Basico
6,9,4,257,5,5,3,1,Basico
3,4,5,285,1,2,1,1,Basico
10,2,4,66,6,1,1,0,Intermedio
9,8,2,104,7,2,3,3,Basico+
5,6,7,275,1,2,3,1,Intermedio
6,0,1,229,6,0,0,0,Intermedio
6,7,3,186,2,4,3,0,Basico
5,9,8,244,2,3,3,3,Basico
2,4,3,274,1,1,3,0,Basico
8,6,3,57,0,0,6,0,Basico+
8,5,6,102,3,2,2,1,Basico+
10,2,4,81,5,1,0,1,Intermedio
8,9,6,155,7,2,5,2,Basico+
6,1,2,112,5,1,0,0,Basico+
2,5,5,276,1,2,2,1,Basico
0,3,3,312,0,1,1,1,Basico
4,2,3,274,1,0,1,1,Basico
4,5,2,289,1,4,1,0,Basico+
8,5,5,229,5,2,1,2,Basico+
4,3,4,315,3,0,2,1,Basico
4,9,6,249,3,5,1,3,Basico
8,4,5,154,8,1,1,2,Basico+
7,0,1,139,2,0,0,0,Basico+
3,2,3,410,1,1,0,1,Basico
2,0,3,242,1,0,0,0,Basico+
1,9,6,440,0,6,1,2,Basico
7,0,3,176,4,0,0,0,Basico+
0,3,0,506,0,2,0,1,Basico
8,8,6,146,5,2,4,2,Basico+
6,2,3,155,2,0,2,0,Basico
6,6,4,210,3,1,4,1,Basico
6,0,0,162,3,0,0,0,Basico+
3,10,4,225,2,4,2,4,Basico
7,5,4,214,7,2,3,0,Basico+
7,4,5,134,6,3,1,0,Basico+
0,0,2,393,0,0,0,0,Basico
2,9,6,287,2,3,4,2,Basico
5,1,2,156,3,0,1,0,Basico
5,0,1,224,3,0,0,0,Basico
3,5,2,287,1,5,0,0,Basico
4,3,3,347,3,1,1,1,Basico
10,10,7,20,8,6,1,3,Intermedio
6,0,2,188,4,0,0,0,Basico+
6,8,6,242,5,4,2,2,Basico
5,3,3,379,4,1,1,1,Basico
2,4,2,286,1,0,2,2,Basico
8,5,4,53,6,1,1,3,Basico+
9,0,2,39,8,0,0,0,Intermedio
2,8,6,216,1,2,4,2,Intermedio
2,8,3,405,1,4,3,1,Basico
2,9,7,375,1,7,1,1,Basico
10,3,5,84,4,1,1,1,Basico+
8,7,8,139,7,4,1,2,Basico+
7,7,6,204,3,3,1,3,Basico
5,4,3,150,4,1,1,2,Basico
5,4,3,196,3,2,1,1,Basico
2,3,3,360,0,2,1,0,Basico
8,5,2,125,3,1,4,0,Basico+
6,1,2,117,4,1,0,0,Basico+
5,5,4,169,4,3,2,0,Basico
5,9,3,222,3,3,4,2,Basico
3,9,5,394,0,3,4,2,Basico
8,3,2,142,3,2,1,0,Basico+
3,8,1,399,1,3,5,0,Basico
6,6,4,211,5,3,3,0,Basico
9,7,6,133,3,4,2,1,Basico+
7,9,6,158,0,3,5,1,Basico
3,6,4,219,2,2,3,1,Basico
4,6,2,245,1,3,2,1,Basico
6,7,9,174,5,4,3,0,Basico
0,0,2,423,0,0,0,0,Basico
6,0,2,155,3,0,0,0,Basico+
4,4,5,213,1,2,1,1,Basico
5,1,2,170,3,0,0,1,Basico
8,5,4,138,2,4,1,0,Basico+
5,8,4,211,1,3,3,2,Basico
7,1,1,88,4,1,0,0,Basico+
6,1,1,256,5,0,1,0,Basico
3,6,5,438,1,2,2,2,Basico+
9,9,7,123,7,3,3,3,Basico+
10,5,4,139,9,2,2,1,Intermedio
1,7,7,344,0,3,4,0,Basico+
5,0,0,233,4,0,0,0,Basico
4,10,10,220,2,6,4,0,Basico
3,5,4,232,2,2,2,1,Basico
8,0,3,100,2,0,0,0,Basico+
1,0,0,320,0,0,0,0,Basico
9,8,7,64,4,5,2,1,Basico+
3,9,3,283,2,6,3,0,Basico
6,4,4,317,4,1,3,0,Basico
2,7,4,400,1,4,0,3,Basico
7,6,2,131,6,1,4,1,Basico+
8,9,5,242,6,2,6,1,Basico
9,9,3,75,3,5,3,1,Basico+
4,2,4,290,1,1,0,1,Basico
5,7,1,199,2,4,2,1,Basico
10,7,6,46,4,0,5,2,Basico+
5,2,3,189,3,0,1,1,Basico
9,6,5,97,7,1,1,4,Basico+
3,9,9,218,1,6,2,1,Basico
1,5,4,283,0,3,1,1,Basico
0,3,4,406,0,0,2,1,Basico
6,4,2,132,0,2,0,2,Basico
4,3,4,212,2,2,0,1,Basico
0,7,3,316,0,2,5,0,Basico
7,7,7,142,2,2,2,3,Basico
5,6,6,246,4,2,2,2,Basico
9,3,2,168,3,2,1,0,Basico+
9,2,2,64,2,1,1,0,Basico+
3,8,4,221,2,1,6,1,Basico
10,4,2,70,3,2,1,1,Basico+
9,7,7,108,5,3,4,0,Basico+
1,3,2,388,0,1,2,0,Basico
10,2,4,20,4,0,1,1,Intermedio
3,8,5,334,1,3,1,4,Basico
4,8,6,321,3,4,4,0,Basico+
2,5,5,312,2,4,1,0,Basico
3,6,6,323,2,3,2,1,Basico
5,5,5,204,4,2,3,0,Basico
4,2,2,213,1,1,0,1,Basico
0,8,3,467,0,3,4,1,Basico
7,3,2,201,5,1,2,0,Basico+
2,2,1,298,0,1,1,0,Basico
5,2,0,188,3,0,2,0,Basico
10,4,1,38,7,0,2,2,Intermedio
6,3,4,178,5,1,1,1,Basico+
0,4,4,281,0,1,1,2,Basico
0,6,7,412,0,2,2,2,Basico+
4,4,3,205,4,3,1,0,Basico
6,10,7,134,1,3,4,3,Basico
5,5,1,289,4,1,2,2,Basico
4,5,3,214,1,2,1,2,Basico
